Lingua;Type;Country;Gender;Age;Education;Education_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14
Ita;Veterinarian;Italy;F;22-30;Laurea di primo livello  ;Laurea Triennale in Allevamento e Benessere Animale;"A horse, in order to be in good health, must first of all have a proper diet, adapted to its physical needs, related to age, species, race, metabolic needs; a correct functioning of the structures, equipment and systems; to guarantee the well-being and the good productivity, it is necessary to guarantee them proper care and, in the case of sick or injured animals, resorting to the intervention of a veterinary surgeon. Furthermore, animals must be guaranteed correct structures, housing areas and stables; box, temperature, lighting, ventilation and bedding compliant and designed to ensure safety and hygiene for both animals and users.";A horse is able to rotate ears and direct them to any kind of noise. A loud or sudden noise could lead to a reaction of fear and therefore of escape from the place from which the unwanted noise originates, causing, among other things, possible damages both to the animal itself and to the owner / rider.;Isolated from the group the horse looks restless, continues to walk back and forth and to recall the conspecifics. Above all in stallions, there are frequent phenomena of self-harm and aggression if left long isolated.;In the presence of known people or animals, the horse appears calm, approaches, has ears moved sideways and slightly lowered, stretches the neck, raises the head and showing the whites of the eyes and moving the head sideways.;In the presence of unknown people, it blocks any activity, stops, tends the ears, the head and the body towards the unknown person / animal, takes a contracted attitude and remains a few seconds to assess what answer is more appropriate to put in place. Often, raise your tail and start blowing.;In the presence of a sudden noise, a horse can feel fear, stress until it is fleeing.;Loneliness, search for orientation.;In the presence of known people / animals can experience happiness, affection.;In the presence of unknown people / animals, you can feel curiosity, but also anxiety and fear if you do not recognize people / animals.;"I would evaluate the cleaning of the animal and the boxes; the quality of food and conservation methods (presence of molds, toxins, etc ...); the quality of the shavings or straw; the structure and the installations: the dimensions of the boxes, the presence or absence of windows, or, in the case of outdoor structures, of rain or sun cover; air movement; the presence of edges or protrusions; the floors must not be slippery, inclined and must be free from bumps; the presence of paddocks that must be adequate with running water and shaded areas and solid fencing, of adequate height made of suitable materials and kept in such a way as not to cause damage to the animals; the presence of automatic and always functioning mangers and water bottles.";"I would evaluate the weight through the BCS (Body Condition Score); the quality of the food and the methods and timing of administration. The structure, the location and the cleaning of feeders and water bottles.";"I would evaluate the care and cleanliness of the feet; respiratory problems (""bolsi"" horses or coughs); presence or absence of wounds, cuts, swollen areas of the body; I would evaluate whether the animal consumes the food or not, if the animal rasp, lies down and looks at the belly.";"I would evaluate docility, ease of management; the absence of stereotypies; the acceptance of people or other animals without excessive fear. And also the acceptance of work, harnesses and knight.";"I would estimate the presence of stereotypical behaviors such as the ""bear dance"", the ""ticchio"", an excessive aggressiveness (towards the man or towards the conspecifics, such as biting or kicking) or, on the contrary, an excessive apathy. ; an excessive fear, difficulty in handling the animal: in cleaning, in saddling, during work or in paddock. Possible self-harm."
Ita;Veterinarian;Italy;F;22-30;Laurea di primo livello  ;scienze e tecniche equine- ;adequate nutrition, adequate space, adequate training;in general it sets off in alarm, escaping from the noise, and then turns to the source of the noise;will try to get back from the group if possible, as a pack animal and social animal, he loves being with his fellows;It is at ease;he can be suspicious, nervous, aggressive;fear;Isolated from the group can feel anxiety and even fear.;tranquility, indifference;indifference, fear, nervousness, curiosity;the size of boxes and paddocks;the state of nutrition;the state of nutrition, the absence of all that can refer to pathologies.;the position of the ears, the look, the positivita 'in the relationship with the man and the other animals;the presence of stereotypies such as for example a dance of bears, ticchio of support
Ita;Technician;Italy;F;31-40;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;;Good management;Raise your head and straighten your ears;It depends ... generally it does not do anything but if there has been an overbondin and a bad training ... it is nervous and nagging insistently;Sniff them ...;Sniff them ...;It is on alert;stress, loneliness;Remains calm (if you have had positive experiences with them);adopt exploratory behaviors;Boxes and paddocks;The hay and nr of meals;the general appearance (pile-BCS hoof and attitude);I would approach appropriately to see how it reacts;stereotypes and attitudes during the boc approach to the paddock ....
Ita;Veterinarian;Italy;F;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;minilaurea in tecnico veterinario;cared daily eat well sleep well and stay in a paddock as much as possible be monitored by a veterinarian be in order with vaccinations;generally gets scared and tries to escape (predated herbivore);tends to return to the group;He is sociable;and 'wary but still intrigued;danger;It depends ..... as above ...;serenity';discomfort;litter box or paddock;straw hay and profende;observing the animal: state of slimming hair eye mucous breath and limbs;sociability, curiosity and affability;ears back moodiness tendency to stand in loneliness stress
Ita;Veterinarian;Italy;F;22-30;Scuola secondaria: Istituto agrario;;good nutrition, good management of stable and / or breeding, little stress, optimal physical health or at least discrete.;he gets scared and tries to escape;try in any way to reach the group.;she is docile and collaborative, she is not afraid.;he is hesitant and tries to study who he meets.;fear or any momentary fright;solitude;relaxation;hesitancy and sometimes aggressiveness;cleanliness of the environment and environment suitable for the presence of a horse;if the horse is skinny or not and has available water and food;if it does not show symptoms of disease, the horse is reactive and is in good condition;the horse is for the most part calm and relaxed, eats, drinks, lies down.;keeps moving, is in stress, sweats, does not eat, does not defecate or does not urinate, rasp.
Ita;Veterinarian;Italy;F;22-30;Laurea magistrale   ;Laurea Magistrale in Medicina Veterinari;Proper nutrition and possibility of movement at will every day;it usually gets scared;It is a gregarious animal, alone it risks going depression;It behaves in consequence to the memory that they produce, if pain, fear or pleasant sensations (es.cibo) or of authoritativeness;he is intrigued but wary;it usually gets scared;strong stress;It behaves in consequence to the memory that they produce, if pain, fear or pleasant sensations (es.cibo) or of authoritativeness;he is intrigued but wary;the conditions of cleaning the litter and the guarantee of adequate space;the state of the coat, the physical condition and weight of the horse as a whole;the state of the coat, the physical condition and weight of the horse as a whole, the emotional state (scared, nervous, etc), the evidence of lameness or bad breathing;Interaction with people and other animals, in the box and in the paddock;nervousness or aggression in the presence of people, presence of tics
Ita;Veterinarian;Italy;F;31-40;Scuola secondaria: Liceo;;Proper nutrition, freedom of daily movement, mental serenity;It gets scared, it can get stuck or run away;He agitates, neighs and tries to return to the group;He is happy and serene;It depends on the character but generally observes the movements of those around him, if it is free it can be curious and approach or stay at a distance while trying to understand the intentions of strangers;Fear;It is a gregarious animal, alone it risks going depression;Tranquility;distrust;The general appearance and the state of the feet, the litter box if he lives;The general appearance, the quality of the hay given if I have the opportunity to see it;Always the general appearance, the hair, the look, the feet;If he lives outside, he grazes serene, he looks around quiet, serious? He lives in the box, eats, looks intrigued ...;Look away or fixed, head in a corner with the rump vs the window, excessive redeeming vices
Ita;Veterinarian;Italy;F;51-60;Laurea magistrale   ;medicina veterinaria;proper nutrition, housing, exercise and manipulation possibility to socialize with other equidaesocializzare con altri equidi;he is alarmed and if he can escape then he stops at valuatre where the noise comes from;if used does not have particular reactions, otherwise it will be stressed;it's quiet;is alarmed or intrigued according to previous experiences with a given type of animal / person;a danger / fear;Nervousness;tranquility;curiosity fear;cleaning, presence of suitable guards, absence of potentially dangerous structural elements, sufficient amplitude, ventilation and suitable lighting;nutrition status of the animal;absence of evident symptomatology of the mantle, etc etc;curiosity, tranquility, interaction;tic excessive fear or lack of reactivity
Ita;Veterinarian;Italy;F;41-50;Scuola primaria  ;scuola secondaria di primo grado;the horse needs a good feeding (including good hay) shed with open paddock, regular shoeing, vaccines and wormers respecting the times;can scare, discard, make a 180 and go home.;he can try to get back from the group, he can not run the cmq horsepower commands to call his group;  he controls but does not do anything, at the max he can approach the snout to just smell;turn your ears, according to the unknown animal or person you find can be loaded by the horse;he perceives the instinct of escape;anxiety;and quiet;and always attentive;Serene and free horses;adjust with plenty of hay;Great;play with each other;jealousy between them against the owner
Ita;Veterinarian;Italy;F;31-40;Laurea magistrale   ;Laurea magistrale in Scienze Biotecnologiche Veterinarie;It is necessary to provide a proper and controlled living environment: good quality food 3 times a day (2 if the horse spends the day in the paddock), always fresh and available water, shelter during the day (especially during the summer) and the night, veterinary checks and timely medical care (when necessary In addition to the first necessities, daily physical activity is fundamental, or at least the possibility of movement in a paddock or carousel.;"The horse initially gets scared, instinctively running away. In a second time, he concentrates on noise, looking for its origin, to understand if it is a ""known"" noise or a novelty.";He will tend to try to get together with his fellows, as far as he can. However, there is a situation of stress (if the subject is not used to being isolated) and nervousness, sometimes difficult to manage if the subject is particularly restless.;Generally the horse is at ease, in a state of tranquility. Depending on the character of the subject, it will be possible to have physical interaction with people and animals, or simply indifference.;In the presence of unknown people, there is no change in horse habits. In the case of animals, it depends more than anything on the physical size of the new animal. The horse can remain indifferent, be intrigued or frightened.;Instinctively he feels fear, so the first reaction will be the escape (in the short or long distance, depending on where the animal is confined) in an area safe for him, and only later will try to understand where the noise comes from , who produced it and if it can be dangerous for its safety.;look for the group;In this case the horse perceives stimuli already registered in his brain, so he will find himself in a known situation, to which he is accustomed. He will be able to feel curiosity for the people around him and his fellow men, indifference to other animals.;As far as people are concerned, there will not be any kind of stimulation unless they make sudden gestures, which the horse does not know and does not expect. For animals, on the other hand, you can feel fear or curiosity about an animal never seen or indifference for a new animal (which instinctively does not involve danger).;1. Cleaning / dirtying of the mantle 2. Drinking water 3. Feeding trough 4. Cleaning of the box 5. Type of surface of the box (straw, shavings ..) 6. Walls of the box (walls all closed, gratings ...);1. Appearance of the coat (shiny, off ...) 2. Physical aspect (thinness, quantity of kilos suitable for breed and type of work ...) 3. Conditions of the manger and water bottle 4. Type of box (straw, shavings ..);1. A lively and attentive aspect 2. Desire to move 3. Nitrite 4. Interaction with others 5. Reversed appetite: 1. Apathy 2. Inappetence 3. Difficulty of basic movements even in the box (zoppie ...) 4. Cars - isolation from the surrounding environment, disinterest in its surroundings;1. Interaction and curiosity towards the like, the people and the environment that surrounds it 2. Nitrites 3. Maintenance of the habits and attitudes of the subject in normal situations;1. Redhibitory vices (ticchio, bear dance ...) 2. Unmanageability of the subject, on the ground and assembled 3. Abnormal behavior compared to a routine situation or already proven over time
Ita;Veterinarian;Italy;F;<21;Scuola secondaria: Liceo;;social life food always available free movement regular draws and respect when assembling it;runs away for a while, then stops to see what it was;he agitates and tries to return to the herd;quiet and relaxed;it depends on the horse;fear being a prey;"The primary perception will be loneliness and abandonment, especially if the subject is used to living in a social group (whether it is the free herd grazing, or the group in a riding school). He usually sniffs the ground and inspects the place he is in, then tries to rejoin his group in every way. The same thing happens when the subject is mounted by a rider and is on a walk or in a totally new place: the horse will try in every way to ""go home"", from his group";safety;insecurity;paddocks, dry boxes.;quality of the hay and quantity of the daily hay;hair shine, weight, the eye;Nitre chew .. look for contact;scratching against the box, bear dance, support tic
Ita;Veterinarian;Italy;F;22-30;Scuola secondaria: Istituto agrario;;Food of excellent quality, cleanliness of the box and the animal;It stiffens, moves back;Nervous, restless;Quiet, collaborative, docile;Intrigued but suspicious;Fear, danger;afraid of being eaten by a predator;Confidence;Curiosity;Cleaning the box and the animal.;Horse health status, number of meals, amount of food administered;General condition of the horse, external conditions;Docility, approach to the pronouncement of his name, response to the signals;Nervousness
Ita;Veterinarian;Italy;F;31-40;Laurea magistrale   ;medico veterinario;a proper management that foresees, that is, life in groups and with sufficient open space associated with proper nutrition;a serene horse and in a herd reacts with rapid turning of its attention to the cause of the noise, ie turning head and ears in the direction of the same and then remain or not alert once identified the origin;look for known reference points that allow him to try an acceptable level of tranquility, otherwise he arises in a state of alertness and attention that, based on the previous experiences and habits of the subject, can hesitate in attitudes of curiosity and interest or, more often, of fear and restlessness;"seeks interaction and ""pack"" according to its own modalities but also acquiring new ones related to the behavior of the ""interlocutor"" species";a serene horse is in a state of alert. based on the attitude of the person / animal, then decides whether to flee / away, keep calmly at a distance, or intrigue looking for contact and interaction;momentary fright / worry;Fear of solitude;a surrogate tranquility of what it feels with the pack or terror and anxiety as in the presence of a predator, depending on previous experiments and its known;in a herd and in conditions of serenity, he feels fear and curiosity. isolated and in unnatural conditions try terror;dimensions of the spaces in which the horse spends most of its time, presence and quantity of cohabiting horses, secondly hygiene but more in relation to the possibility of dirtying away from where it stabulates rather than to the removal of the excrement;the possibility of grazing or at least having an ad libitum feeding with adequate fodder, feeding in a pack and outdoors. containment and professional control in the use of concentrates, whether they are fodder or cereals.;the serenity, the predisposition to movement without aspects related to anxiety, the absence of tics, a reactivity that can be linked to curiosity and to the desperation of interaction, the attachment to the herd.;behaviors related to curiosity and moderate reactivity, which does not reveal fear or terror towards its environment but not total disineresse or apathy.;compulsively moving, attitudes of threat / defense, tics, escape or attempts to escape as a response to manual skills that are accustomed to, but also excessive apathy and sttomissione.
Ita;Veterinarian;Italy;F;22-30;Scuola secondaria: Liceo;;that it is free to graze during the day and therefore does not lead a life in the box. that can relate to other horses. that always has food available is water;"he puts himself on alert and seeks salvation in flight. this does not always happen in captivity when they become accustomed also to ""sudden"" but recurring noises";flees;it's a pack;in the case of animals it is still a pack. in the case of people it is not said;he can feel the danger and feel fear;restlessness, vulnerability, terror;will try to pack but is subjective;however he is afraid;that the box is big enough to allow it to move comfortably and have the chance to go paddock. running water always available. light. clean and high enough litter to keep it in contact with cement. spacious paddocks with always available water and a roof for shelter from the elements or the sun;food administered several times a day in the right amount depending on the type of physical structure and age. food held well without mold or alteration;condition of hoof hair and teeth vitality absence of nervous tics;neigh to his fellow men;stress tics (support or bear dance for example) apathy or excessive exuberance or eating
Ita;Veterinarian;Italy;F;51-60;Scuola secondaria: Liceo;;must stay in a peaceful environment, eat properly and move and work properly;the horse reacts according to its impetus. DIFFICULT TO EXPLAIN A HORSE IS LOAD BECAUSE IT IS NOT EXIT, it is logical that it makes rebellious movements, by character. etc. there are many answers;it does not have to be isolated from the group, the horse comes to us as a group. He's sick, even a stud.;I do not understand the question, how does the horse behave? I repeat the horse if he has not had traumas with the man behaves well, especially with the people they consider his. In poor words he loves you.;Same thing the horse behaves well if the person inprime positivity if it is negative does not make to touch.Scappa;Fear, to get hurt. Danger, if it does not know the noise then once it knows, that there is no danger it does not do anything.;danger and tries to reunite with the herd;it's cheerful, it makes its manifestations, it snaps, it tries hard to explain.;you have to be cautious he studies you, then if he sees you are positive he asks you for a contact. we talk about horses not free, (wild);I do not know;good nutrition for me is grass hay and fruit mango and supplements when needed and salts;the good condition is seen by its hair and shape;there are many, nitrite, behavior with the body.;I am afraid because there is something wrong. It is not well
Por;Veterinarian;Portugal;F;<21;Ensino superior;;Space , daily care, adequate food;turn ears to the sound side;may be sick;get close;can move away or approach because of the curiosity;stay alert, head up;decreased perception;to go;alert;cleaning of the box, presence of straw;presence of water and food;body condition of the animal, skin;horse alert, relaxed;placed in a corner
Fra;Veterinarian;Canada;F;51-60;;MSc;Good portions of hay for its weight, water in quantity, exercises every day at least 2 hours of turnout if lives inside;Will be curious and save himself if he does not recognize the noise;Will be impatient if he is not habituated;Rest where he is, can sometimes approach if he is interested;Flee or lose interest;Surprise;Worry;Interest;Curiosity or disinterest;The cleanliness of stalls and stables in general;Quantity and frequency and quality;The condition of the skin and coat, the cleanliness of the horse, the condition of the hooves;Calm approach, attention, curiosity;The flight, worry, depression ...
Fra;Veterinarian;France;F;22-30;;Master's Degree Programm 2;Diet adapted, good housing, take care, need to move;stoic, on the look out, listen, run away;anxious, annoyed, excited, move a lot, ;calm, relax, friendly, come to people;attentive,  keep alert, ;fear, anxious;solitude, abandonment;reassured;anxious;dirty bedding;BCS of horse;Aspect of hair, weight, no injury;friendly;unfriendly
